,Manual_Genes
AC009063.2,False
AC009063.3,False
AC009065.1,False
AC009065.2,False
AC009065.3,False
AC009065.4,False
AC009065.5,False
AC009065.6,False
AC009065.7,False
AC009065.8,False
AC009075.1,False
AC009081.1,False
AC009087.1,False
AC009088.1,False
AC009088.2,False
AC009088.3,False
AC009090.1,False
AC009090.2,False
AC009090.3,False
AC009090.6,False
AC009093.1,False
AC009093.2,False
AC009093.4,False
AC009093.5,False
AC009093.6,False
AC009095.1,False
AC009097.1,False
AC009097.2,False
AC009097.3,False
AC009097.4,False
AC009102.2,False
AC009107.1,False
AC009107.2,False
AC009108.3,False
AC009113.1,False
AC009117.2,False
AC009118.1,False
AC009118.2,False
AC009118.3,False
AC009119.1,False
AC009119.2,False
AC009120.10,False
AC009120.2,False
AC009120.3,False
AC009120.4,False
AC009120.5,False
AC009120.6,False
AC009121.2,False
AC009121.3,False
AC009123.1,False
AC009126.1,False
AC009133.1,False
AC009133.12,False
AC009133.14,False
AC009133.15,False
AC009133.17,False
AC009133.2,False
AC009133.20,False
AC009133.3,False
AC009133.4,False
AC009134.1,False
AC009137.1,False
AC009137.2,False
AC009139.1,False
AC009139.2,False
AC009141.1,False
AC009142.1,False
AC009145.3,False
AC009148.1,False
AC009152.1,False
AC009152.3,False
AC009152.6,False
AC009154.1,False
AC009154.2,False
AC009158.1,False
AC009159.1,False
AC009159.2,False
AC009159.3,False
AC009163.1,False
AC009163.4,False
AC009163.6,False
AC009163.7,False
AC009171.2,False
AC009185.1,False
AC009226.1,False
AC009227.1,False
AC009228.1,False
AC009229.1,False
AC009229.2,False
AC009229.3,False
AC009230.1,False
AC009234.1,False
AC009236.1,False
AC009236.2,False
AC009237.14,False
AC009237.15,False
AC009242.1,False
AC009244.2,False
AC009248.2,False
AC009262.1,False
AC009262.2,False
AC009264.1,False
AC009268.2,False
AC009268.3,False
AC009269.2,False
AC009269.3,False
AC009269.4,False
AC009269.5,False
AC009271.1,False
AC009271.2,False
AC009275.1,False
AC009276.1,False
AC009276.4,False
AC009283.1,False
AC009292.1,False
AC009299.2,False
AC009299.3,False
AC009301.1,False
AC009303.2,False
AC009309.1,False
AC009312.1,False
AC009313.1,False
AC009315.1,False
AC009318.1,False
AC009318.2,False
AC009318.3,False
AC009318.4,False
AC009320.1,False
AC009336.1,False
AC009336.24,False
AC009365.1,False
AC009387.1,False
AC009403.1,False
AC009403.2,False
AC009404.1,False
AC009404.2,False
AC009407.1,False
AC009411.1,False
AC009411.2,False
AC009414.2,False
AC009432.2,False
AC009434.1,False
AC009435.1,False
AC009464.1,False
AC009473.1,False
AC009478.1,False
AC009480.1,False
AC009480.3,False
AC009486.1,False
AC009486.2,False
AC009495.1,False
AC009495.2,False
AC009495.3,False
AC009495.4,False
AC009498.1,False
AC009501.1,False
AC009501.3,False
AC009501.4,False
AC009502.1,False
AC009502.4,False
AC009505.1,False
AC009505.2,False
AC009506.1,False
AC009509.1,False
AC009509.2,False
AC009509.4,False
AC009511.1,False
AC009511.2,False
AC009518.1,False
AC009522.1,False
AC009542.1,False
AC009549.1,False
AC009554.1,False
AC009554.2,False
AC009558.1,False
AC009558.2,False
AC009560.1,False
AC009560.3,False
AC009560.4,False
AC009562.1,False
AC009563.1,False
AC009567.1,False
AC009570.1,False
AC009623.1,False
AC009630.1,False
AC009630.2,False
AC009630.3,False
AC009630.4,False
AC009646.2,False
AC009652.1,False
AC009654.1,False
AC009656.1,False
AC009686.1,False
AC009686.2,False
AC009690.1,False
AC009690.2,False
AC009704.1,False
AC009704.2,False
AC009704.3,False
AC009716.1,False
AC009720.1,False
AC009754.1,False
AC009754.2,False
AC009779.2,False
AC009779.3,False
AC009779.5,False
AC009784.3,False
AC009802.1,False
AC009803.1,False
AC009812.1,False
AC009812.3,False
AC009812.4,False
AC009831.1,False
AC009831.3,False
AC009869.1,False
AC009878.1,False
AC009879.4,False
AC009884.1,False
AC009902.2,False
AC009902.3,False
AC009908.1,False
AC009948.1,False
AC009948.2,False
AC009948.3,False
AC009948.4,False
AC009948.5,False
AC009950.1,False
AC009950.2,False
AC009951.6,False
AC009955.1,False
AC009955.2,False
AC009955.3,False
AC009955.4,False
AC009961.1,False
AC009961.3,False
AC009961.4,False
AC009962.1,False
AC009965.1,False
AC009970.1,False
AC009971.1,False
AC009974.1,False
AC009974.2,False
AC009975.1,False
AC009975.2,False
AC009996.1,False
AC010082.1,False
AC010084.1,False
AC010090.1,False
AC010096.1,False
AC010105.1,False
AC010127.3,False
AC010132.4,False
AC010136.1,False
AC010136.2,False
AC010145.1,False
AC010148.1,False
AC010149.1,False
AC010157.1,False
AC010157.2,False
AC010163.1,False
AC010168.1,False
AC010168.2,False
AC010173.1,False
AC010175.1,False
AC010181.1,False
AC010185.1,False
AC010186.1,False
AC010186.3,False
AC010197.1,False
AC010198.1,False
AC010198.2,False
AC010201.1,False
AC010201.2,False
AC010203.2,False
AC010205.1,False
AC010207.1,False
AC010210.1,False
AC010226.1,False
AC010226.4,False
AC010230.1,False
AC010240.3,False
AC010245.1,False
AC010245.2,False
AC010247.1,False
AC010247.2,False
AC010255.1,False
AC010255.2,False
AC010255.3,False
AC010260.1,False
AC010261.1,False
AC010261.2,False
AC010266.2,False
AC010267.1,False
AC010271.1,False
AC010271.2,False
AC010273.1,False
AC010273.2,False
AC010273.3,False
AC010275.1,False
AC010280.1,False
AC010280.2,False
AC010280.3,False
AC010285.1,False
AC010285.3,False
AC010300.1,False
AC010307.2,False
AC010307.3,False
AC010307.4,False
AC010319.3,False
AC010319.4,False
AC010320.1,False
AC010320.2,False
AC010320.3,False
AC010320.4,False
AC010325.1,False
AC010325.2,False
AC010326.3,False
AC010327.2,False
AC010327.3,False
AC010327.4,False
AC010327.5,False
AC010327.7,False
AC010327.8,False
AC010328.1,False
AC010329.1,False
AC010331.1,False
AC010332.3,False
AC010333.1,False
AC010333.2,False
AC010333.3,False
AC010335.1,False
AC010336.1,False
AC010336.2,False
AC010336.3,False
AC010336.4,False
AC010336.5,False
AC010336.6,False
AC010336.8,False
AC010343.3,False
AC010359.1,False
AC010359.2,False
AC010359.3,False
AC010378.2,False
AC010395.1,False
AC010401.1,False
AC010420.1,False
AC010422.1,False
AC010422.2,False
AC010422.3,False
AC010422.4,False
AC010422.6,False
AC010422.7,False
AC010424.2,False
AC010425.1,False
AC010441.1,False
AC010442.1,False
AC010451.1,False
AC010457.1,False
AC010463.3,False
AC010468.2,False
AC010478.1,False
AC010487.2,False
AC010491.1,False
AC010491.2,False
AC010494.1,False
AC010501.2,False
AC010503.1,False
AC010503.4,False
AC010504.1,False
AC010504.2,False
AC010511.1,False
AC010519.1,False
AC010524.1,False
AC010524.2,False
AC010524.4,False
AC010525.1,False
AC010525.7,False
AC010528.1,False
AC010530.1,False
AC010531.3,False
AC010531.4,False
AC010531.5,False
AC010531.6,False
AC010531.7,False
AC010536.1,False
AC010536.3,False
AC010538.1,False
AC010542.2,False
AC010542.4,False
AC010542.5,False
AC010547.1,False
AC010547.2,False
AC010547.3,False
AC010547.4,False
AC010547.9,False
AC010595.1,False
AC010601.1,False
AC010609.1,False
AC010615.2,False
AC010616.1,False
AC010618.2,False
AC010618.3,False
AC010623.1,False
AC010624.1,False
AC010624.2,False
AC010624.3,False
AC010624.5,False
AC010632.1,False
AC010632.2,False
AC010636.1,False
AC010638.1,False
AC010641.2,False
AC010642.1,False
AC010642.2,False
AC010643.1,False
AC010649.1,False
AC010654.1,False
AC010680.1,False
AC010680.2,False
AC010680.3,False
AC010680.4,False
AC010680.5,False
AC010719.1,False
AC010727.1,False
AC010731.2,False
AC010735.1,False
AC010735.2,False
AC010737.1,False
AC010745.1,False
AC010745.2,False
AC010745.5,False
AC010746.1,False
AC010746.3,False
AC010754.1,False
AC010761.1,False
AC010761.2,False
AC010761.3,False
AC010761.4,False
AC010761.5,False
AC010761.6,False
AC010761.8,False
AC010768.1,False
AC010768.2,False
AC010776.1,False
AC010776.2,False
AC010789.1,False
AC010789.2,False
AC010809.1,False
AC010809.2,False
AC010809.3,False
AC010834.1,False
AC010834.2,False
AC010834.3,False
AC010864.1,False
AC010880.1,False
AC010883.1,False
AC010883.2,False
AC010883.3,False
AC010883.5,False
AC010884.1,False
AC010889.1,False
AC010889.2,False
AC010890.1,False
AC010894.2,False
AC010894.3,False
AC010894.4,False
AC010894.5,False
AC010896.1,False
AC010904.2,False
AC010907.1,False
AC010907.2,False
AC010907.5,False
AC010913.1,False
AC010931.2,False
AC010931.3,False
AC010967.1,False
AC010967.2,False
AC010969.1,False
AC010969.2,False
AC010973.1,False
AC010973.2,False
AC010974.1,False
AC010974.3,False
AC010975.1,False
AC010976.1,False
AC010976.2,False
AC010978.1,False
AC010980.1,False
AC010980.2,False
AC010982.1,False
AC010983.1,False
AC010987.5,False
AC010987.6,False
AC010996.1,False
AC010997.2,False
AC010997.3,False
AC010997.4,False
AC010997.5,False
AC010998.1,False
AC010998.2,False
AC010998.3,False
AC010999.1,False
AC010999.2,False
AC011005.1,False
AC011005.4,False
AC011008.1,False
AC011029.1,False
AC011043.1,False
AC011043.2,False
AC011092.2,False
AC011120.1,False
AC011124.1,False
AC011124.2,False
AC011131.1,False
AC011139.1,False
AC011195.2,False
AC011239.1,False
AC011246.1,False
AC011247.1,False
AC011257.1,False
AC011284.1,False
AC011287.1,False
AC011287.2,False
AC011288.2,False
AC011290.1,False
AC011294.1,False
AC011294.3,False
AC011298.1,False
AC011298.2,False
AC011306.1,False
AC011306.2,False
AC011313.1,False
AC011317.1,False
AC011322.1,False
AC011330.2,False
AC011337.1,False
AC011346.1,False
AC011352.1,False
AC011362.1,False
AC011363.1,False
AC011365.1,False
AC011365.2,False
AC011369.1,False
AC011370.1,False
AC011373.1,False
AC011374.1,False
AC011374.2,False
AC011377.1,False
AC011379.1,False
AC011379.2,False
AC011383.1,False
AC011389.1,False
AC011389.2,False
AC011396.2,False
AC011405.1,False
AC011407.1,False
AC011416.3,False
AC011416.4,False
AC011442.1,False
AC011443.1,False
AC011444.1,False
AC011444.2,False
AC011444.3,False
AC011445.1,False
AC011445.2,False
AC011446.1,False
AC011446.2,False
AC011446.3,False
AC011447.3,False
AC011450.1,False
AC011451.1,False
AC011451.3,False
AC011453.1,False
AC011455.1,False
AC011455.6,False
AC011462.1,False
AC011462.4,False
AC011462.5,False
AC011465.1,False
AC011466.1,False
AC011466.2,False
AC011466.3,False
AC011468.1,False
AC011468.3,False
AC011468.5,False
AC011471.2,False
AC011472.1,False
AC011472.2,False
AC011472.3,False
AC011472.4,False
AC011473.1,False
AC011473.2,False
AC011473.3,False
AC011476.3,False
AC011477.2,False
AC011477.3,False
AC011477.9,False
AC011479.1,False
AC011479.2,False
AC011479.3,False
AC011479.4,False
AC011481.1,False
AC011481.2,False
AC011483.1,False
AC011483.2,False
AC011484.1,False
AC011491.3,False
AC011495.2,False
AC011495.3,False
AC011498.1,False
AC011498.2,False
AC011498.3,False
AC011498.4,False
AC011498.6,False
AC011503.1,False
AC011503.2,False
AC011507.1,False
AC011509.1,False
AC011509.2,False
AC011511.1,False
AC011511.2,False
AC011511.3,False
AC011511.5,False
AC011513.4,False
AC011516.1,False
AC011516.2,False
AC011523.1,False
AC011523.2,False
AC011524.1,False
AC011526.1,False
AC011551.3,False
AC011558.5,False
AC011586.1,False
AC011586.2,False
AC011591.1,False
AC011595.1,False
AC011595.2,False
AC011601.1,False
AC011603.1,False
AC011603.2,False
AC011604.2,False
AC011611.2,False
AC011611.3,False
AC011611.4,False
AC011625.1,False
AC011632.1,False
AC011632.2,False
AC011676.1,False
AC011676.2,False
AC011676.3,False
AC011700.1,False
AC011718.2,False
AC011726.2,False
AC011731.1,False
AC011747.1,False
AC011747.2,False
AC011747.4,False
AC011747.7,False
AC011751.1,False
AC011752.1,False
AC011753.2,False
AC011755.1,False
AC011773.1,False
AC011773.2,False
AC011773.3,False
AC011773.4,False
AC011815.1,False
AC011815.2,False
AC011816.2,False
AC011824.1,False
AC011824.2,False
AC011825.2,False
AC011825.4,False
AC011840.1,False
AC011841.1,False
AC011853.2,False
AC011891.5,False
AC011893.1,False
AC011893.3,False
AC011897.1,False
AC011899.1,False
AC011899.2,False
AC011899.3,False
AC011899.9,False
AC011900.1,False
AC011912.1,False
AC011921.1,False
AC011933.2,False
AC011933.3,False
AC011933.4,False
AC011939.2,False
AC011939.3,False
AC011944.1,False
AC011978.2,False
AC011990.1,False
AC011995.2,False
AC011997.1,False
AC011997.2,False
AC012020.1,False
AC012038.1,False
AC012038.2,False
AC012050.1,False
AC012055.1,False
AC012063.1,False
AC012065.1,False
AC012065.3,False
AC012065.4,False
AC012065.7,False
AC012066.2,False
AC012073.1,False
AC012074.1,False
AC012074.2,False
AC012076.1,False
AC012085.2,False
AC012087.1,False
AC012087.2,False
AC012100.2,False
AC012101.2,False
AC012103.1,False
AC012123.1,False
AC012146.1,False
AC012146.3,False
AC012150.1,False
AC012150.2,False
AC012170.2,False
AC012170.3,False
AC012173.1,False
AC012174.1,False
AC012181.1,False
AC012184.1,False
AC012184.3,False
AC012184.4,False
AC012186.2,False
AC012213.1,False
AC012213.2,False
AC012213.3,False
AC012213.4,False
AC012236.1,False
AC012254.1,False
AC012254.3,False
AC012291.2,False
AC012291.3,False
AC012301.1,False
AC012306.2,False
AC012306.3,False
AC012309.5,False
AC012313.1,False
AC012313.2,False
AC012313.5,False
AC012313.6,False
AC012313.7,False
AC012313.8,False
AC012313.9,False
AC012314.8,False
AC012317.1,False
AC012322.1,False
AC012339.1,False
AC012349.1,False
AC012354.1,False
AC012354.6,False
AC012355.1,False
AC012358.1,False
AC012358.3,False
AC012358.7,False
AC012358.8,False
AC012360.1,False
AC012360.2,False
AC012360.3,False
AC012360.4,False
AC012360.6,False
AC012363.1,False
AC012363.2,False
AC012363.4,False
AC012368.1,False
AC012368.2,False
AC012370.1,False
AC012370.2,False
AC012377.1,False
AC012378.2,False
AC012404.1,False
AC012404.2,False
AC012409.1,False
AC012409.2,False
AC012409.3,False
AC012409.4,False
AC012413.1,False
AC012414.3,False
AC012414.5,False
AC012417.1,False
AC012435.3,False
AC012442.1,False
AC012442.6,False
AC012443.2,False
AC012447.1,False
AC012451.1,False
AC012456.2,False
AC012459.1,False
AC012462.1,False
AC012462.2,False
AC012462.3,False
AC012464.1,False
AC012464.2,False
AC012464.3,False
AC012467.1,False
AC012467.2,False
AC012485.1,False
AC012485.2,False
AC012485.3,False
AC012487.2,False
AC012494.1,False
AC012499.1,False
AC012506.2,False
AC012506.4,False
AC012508.1,False
AC012508.2,False
AC012510.1,False
AC012511.1,False
AC012513.1,False
AC012531.1,False
AC012555.1,False
AC012555.2,False
AC012557.1,False
AC012557.2,False
AC012558.1,False
AC012560.1,False
AC012568.1,False
AC012574.1,False
AC012574.2,False
AC012588.1,False
AC012593.1,False
AC012594.1,False
AC012603.1,False
AC012613.1,False
AC012613.2,False
AC012615.1,False
AC012615.2,False
AC012615.3,False
AC012615.4,False
AC012615.5,False
AC012615.6,False
AC012625.1,False
AC012629.2,False
AC012636.1,False
AC012640.1,False
AC012640.2,False
AC012640.3,False
AC012640.4,False
AC012645.1,False
AC012645.2,False
AC012645.3,False
AC012645.4,False
AC012651.1,False
AC012653.2,False
AC012668.1,False
AC012668.2,False
AC012668.3,False
AC012673.1,False
AC012676.1,False
AC012676.3,False
AC012676.4,False
AC013264.1,False
AC013264.2,False
AC013269.1,False
AC013269.2,False
AC013270.1,False
AC013271.1,False
AC013275.1,False
AC013275.2,False
AC013286.1,False
AC013356.2,False
AC013391.1,False
AC013394.1,False
AC013400.1,False
AC013401.1,False
AC013402.3,False
AC013403.2,False
AC013436.1,False
AC013437.1,False
AC013448.1,False
AC013448.2,False
AC013449.1,False
AC013451.1,False
AC013451.2,False
AC013452.2,False
AC013457.1,False
AC013460.1,False
AC013461.1,False
AC013468.1,False
AC013470.2,False
AC013472.1,False
AC013472.2,False
AC013472.3,False
AC013476.1,False
AC013480.1,False
AC013549.1,False
AC013549.3,False
AC013553.3,False
AC013553.4,False
AC013564.1,False
AC013565.1,False
AC013565.3,False
AC013640.1,False
AC013643.2,False
AC013644.1,False
AC013652.1,False
AC013652.2,False
AC013714.1,False
AC013726.1,False
AC013727.1,False
AC013731.1,False
AC013733.2,False
AC013762.1,False
AC015468.3,False
AC015522.1,False
AC015563.1,False
AC015563.2,False
AC015574.1,False
AC015631.1,False
AC015660.1,False
AC015660.2,False
AC015660.3,False
AC015674.1,False
AC015688.6,False
AC015689.1,False
AC015691.13,False
AC015712.1,False
AC015712.2,False
AC015712.4,False
AC015712.7,False
AC015722.2,False
AC015726.1,False
AC015726.2,False
AC015727.1,False
AC015795.1,False
AC015802.1,False
AC015802.4,False
AC015802.6,False
AC015802.7,False
AC015813.1,False
AC015813.2,False
AC015813.3,False
AC015813.4,False
AC015818.2,False
AC015819.1,False
AC015819.2,False
AC015845.1,False
AC015845.2,False
AC015849.1,False
AC015849.19,False
AC015849.2,False
AC015849.3,False
AC015849.4,False
AC015849.5,False
AC015853.1,False
AC015853.2,False
AC015853.3,False
AC015871.1,False
AC015871.4,False
AC015871.7,False
AC015878.1,False
AC015878.2,False
AC015908.2,False
AC015908.3,False
AC015908.4,False
AC015909.1,False
AC015909.2,False
AC015909.3,False
AC015909.4,False
AC015911.2,False
AC015911.3,False
AC015911.5,False
AC015911.6,False
AC015912.1,False
AC015912.3,False
AC015914.1,False
AC015917.2,False
AC015921.1,False
AC015922.3,False
AC015922.4,False
AC015922.6,False
AC015923.1,False
AC015933.2,False
AC015936.1,False
AC015961.1,False
AC015961.2,False
AC015967.1,False
AC015969.1,False
AC015971.1,False
AC015971.2,False
AC015977.2,False
AC015982.1,False
AC015982.2,False
AC015983.2,False
AC015987.1,False
AC015987.2,False
AC016026.2,False
AC016027.1,False
AC016027.2,False
AC016027.3,False
AC016044.1,False
AC016065.1,False
AC016074.2,False
AC016134.1,False
AC016152.1,False
AC016168.1,False
AC016168.2,False
AC016205.1,False
AC016229.1,False
AC016229.2,False
AC016245.1,False
AC016245.2,False
AC016252.1,False
AC016257.1,False
AC016266.1,False
AC016292.1,False
AC016355.1,False
AC016382.1,False
AC016394.1,False
AC016394.2,False
AC016396.1,False
AC016396.2,False
AC016405.1,False
AC016405.2,False
AC016405.3,False
AC016493.1,False
AC016526.1,False
AC016526.4,False
AC016542.1,False
AC016549.1,False
AC016550.1,False
AC016550.2,False
AC016550.3,False
AC016553.1,False
AC016571.1,False
AC016573.1,False
AC016575.1,False
AC016576.1,False
AC016583.2,False
AC016586.1,False
AC016588.1,False
AC016588.2,False
AC016590.1,False
AC016590.3,False
AC016596.1,False
AC016597.1,False
AC016598.1,False
AC016598.2,False
AC016629.2,False
AC016629.8,False
AC016642.1,False
AC016644.1,False
AC016650.1,False
AC016682.1,False
AC016683.1,False
AC016687.2,False
AC016687.3,False
AC016700.3,False
AC016700.5,False
AC016705.1,False
AC016705.2,False
AC016708.1,False
AC016716.2,False
AC016717.2,False
AC016722.1,False
AC016722.2,False
AC016722.3,False
AC016722.4,False
AC016723.1,False
AC016727.1,False
AC016727.3,False
AC016730.1,False
AC016735.1,False
AC016735.2,False
AC016737.1,False
AC016737.2,False
AC016738.1,False
AC016738.2,False
AC016738.4,False
AC016745.1,False
AC016745.2,False
AC016745.3,False
AC016746.1,False
AC016747.1,False
AC016747.2,False
AC016747.3,False
AC016751.2,False
AC016757.3,False
AC016766.1,False
AC016769.5,False
AC016773.1,False
AC016813.1,False
AC016820.1,False
AC016821.1,False
AC016825.1,False
AC016831.1,False
AC016831.5,False
AC016831.6,False
AC016831.7,False
AC016866.1,False
AC016866.2,False
AC016876.1,False
AC016876.3,False
AC016877.1,False
AC016877.3,False
AC016885.1,False
AC016885.2,False
AC016888.1,False
AC016903.2,False
AC016907.2,False
AC016907.3,False
AC016910.1,False
AC016924.1,False
AC016925.3,False
AC016933.1,False
AC016949.1,False
